cid,text,amp_prob
7095296254129177345,Nakakaiyak at nakakakakilabot ❤️🇵🇭💚,
7095296972114019074,sayang. nakilala ko din sana Jan ung magiging jowa ko kung nka punta ako,
7095356537501631233,yahooo!!! ✌️👊💚❤️🇵🇭,
7095364512576340738,Panalo na ❤️💚✌️👊🇵🇭🇵🇭🇵🇭,
7095301939428279041,apo lakay malapit naa 💚❤️,
7095461736190329602,grabeeee gandaaaa,
7095279382130426626,"grabe napaka lupet,., sobrang nakakaiyak😭😭😭",
7095301878716072705,bukas na 🥰 ipanalo na naten si BBM-Sara ❤️💚,
7095301970965185282,pang victory party na,
7095301410799731458,Grabe ang saya at ang ganda 🥰 BBM and Sara ❤️,
7095394059623318273,Victory party na talaga ✌️👊❤️💚🎉🎉🎉🎉,
7095294639594750721,ang gandaaa !!!!,
7095295539419529986,Fireworks pa lang tapos na. ❤️💚,
7095308887641555714,Nakaka kilabot!! 🥺🥺 VERY PROUD ILOKANO 🥺🥺,
7095290724711367426,Bata ako and hindi ako makakaboto i choose BBM FOR OUR PRESIDENT AND BAT AQ NAIIYAK?🥺,
7095435470045561602,paano pa kaya pag Victory party na,
7095301153340588802,SOBRANG GANDA🥰🥰🥰,
7095362589513433858,Ganda pang Dubai tlga,
7095362900726268673,Parang nasa disney land 🥺🥺🥺🥺,
7095301867861246722,BAKA SI ATTY. LIZA ORGANIZER NYAN😏,
7095303482525844225,wow Hanggang tingin nlng kami dto sa abroad,
7095375128862753537,wow ganda nman,
7095307806760583938,Parang masa disney land😍,
7095284229952946946,ung mga kanta 😫❤️💚,
7095308085845541633,kala ko disneyland. 😂,
7095303721089024770,Kitang kita mo sa fireworks display ang magandang bukas para sa pagbangon ng pilipinas nakakaiyak at nakakamangha 🥺🥰,
7095373396448510721,Seeyou sa Victory Party❤️💚,
7095373626232865562,BBM💯❣️✌️🤟💪💪,
7095278677650981633,Final meeting de avance palang yan pano pa sa victory party?!🎉🎉🎉🎉,
7095265345795130113,Ang ganda,
7095271463174882050,congrats po agad 💚❤️💚❤️❤️,
7095269917230334721,rinig n rinig Ng kabila malamang hahahaah😂,
7095288598005629698,Grabe talaga Ano to Advance Victory Party Bbmsara 🥰🥰🥺🥺,
7095269913426363138,MAY PANALOOOO NAAAAAA WHOO HOOOOOO !! !!! !! ♥️💚,
7095305379819094785,ang ganda😭❤️❤️BBM solid,
7095306264502649602,Grabi to bongga may pa advance celebration ❤️❤️,
7095295160611029761,PANALO NA 'TO!!!! 😭💚❤️,
7095319208426996481,grabe apaka ganda🥺,
7095315191373562625,fire works pa lang nakakaiyak na😭😭,
7095276397152862977,Nakakaiyakk. Ang gandaa 🥺🥰,
7095265160554251009,parang nasa DisneyLand lang ehh🥰🥰🥰❤❤❤💚💚💚,
7095314527738462978,Grabe to!!😭 nakaka goosebumps sa saya 🥺❤️💚,
7095275770989380354,dinaigpa yung new year,
7095283861210366722,alhamdulilah Ameen,
7095317530033652481,mannanalo na po ang uniteam 🥰🥰🥰👍👍👍,
7095276268136186625,kakaiba. para victory party na Yan ha.🥰🥰🥰 solid bbmsara,
7095363663527281410,I smell VICTORY!!!...magkaka-PART 2 ang firework display yan!❤️💚✌🏻👊🏻,
7095502634752230146,Ay grabe nakaka dla ng emotions😭❤️galante tlga marcos at supporters ang dami fireworks mahal kaya nyan 😅,
7095310757269291777,congratulations to all BBM Sarah panalo na tayo 🥰🥰🥰🥰🥰,
7095276400877372161,hnd pa po yan abangan natin ang victory party...🥰 excited na ako..❤💚✌👊,
7095473562744177409,"ito na ang simula,wagna sanang mabawi pa Go BBM AT SARA🥰🥰🥰🥰",
7095309520369042177,VICTORY PARTY NA BA ITOOO ❤️💚❤️💚❤️💚,
7095271080763720449,kaming nasa bahay..sobrang amazed at kinikilabutan..sabi namin..sana naexperience namin ung nasa mismong venue...iba siguro pakiramdam sa actual!!!❤️,
7095309398167421698,bbm sara,
7095266168994628353,VICTORY PARTY NA TO HOY😭,
7095487976775877378,grbi parang victory party na,
7095280302490895105,God bless Philippines,
7095318945925792514,Panalo naaa❤️💚,
7095500566797107969,ngsisisi aq bat d aq nkapunta.kainggit,
7095428870010159873,bat ganun naiiyak ako habang pinapanuod ko🥺🥺🥺,
7095320708133733121,sabrang saya kagabiiii nakakaiyakkk,
7095269975174595329,VICTORY PARTY NA SA EDSAAAAAAA !!!!!!! ♥️💚,
7095310873569018626,sana ganyan din sa proclamation ni bbm-sarah😬😬😬😬,
7095387733920858882,it feels so magical po talaga kagabi😭 naiyak pa nga ako sa sobrang ganda as in talaga parang victory party na bii,
7095328652531286785,solid BBM🥰,
7095271955921814274,Team bahay po kami pero naka antabay kami sa team uniteam hehehe bukas ikaw ang kauna unahan kong iboboto BBM,
7095319266941223681,ang ganda..😳,
7095285234816189186,Grabe ang ganda … sana gangan din mangyari at gnyan din ka kinang ng bansa natin… awwo awwwoooo awwoooo BBM,
7095320125951181570,MISS KO NA PYRO!!!,
7095283260237906690,proud ako na isa ako sa nanjan grabe nakakaiyak.abot langit ang saya ko.,
7095288886297494274,hindi ako nagsasawa panoorin to ng paulit ulit,
7095285399991436033,BBM 👊✌️♥️💚,
7095471160695522049,ang galing ng pafire works display nila parang sa disneyland...nakakatindig balahibo...❤️❤️❤️💚💚💚✌️✌️✌️🎆🎆🎆🇵🇭🇵🇭🇵🇭,
7095291580659303170,me pa fireworks ang presidente namin! nagenjoy tlaga ang mga pumunta sa miting de abanse. ganyan tau kamhal ng uniteam,
7095283998481531650,congrats na po,
7095279149081805569,grabeeee sobrang ganda talaga ✌️✌️✌️♥️♥️♥️💯💯💯,
7095325019949433602,sigurado naiiyak si Apo FEM sa mga oras na yan kc muling nagkaisa ang mga pilipino na nilinlang ng mga dilawan...SOLID UNITEAM ❤️💚✌️👊,
7095404219796275970,ANG GANDA,
7095271622911066881,kung hindi lang sobrang may edad na si Madam Imelda..sigurado tumutulo na luha nya jan..si Apo Lakay nakatunghay lang mula sa langit..,
7095293257995469569,para ka tlagang nasa isang fairytale movie,
7095515987067585281,"thank you 4 sharing kahit we are miles away nadadama ko ang saya at kagalakan, gabayan sana tayo ng puong maykapal at ni apo lakay",
7095274266437976833,buhay na buhay ang fireworks display ng uniteam 😍 masasabi mo tlaga na this nation will be great again. ✌️❤️,
7095393094547735298,parang victory party naaa 🥺🥰,
7095269951770411777,ganda ❤💚😍😍,
7095502562409136897,super duper happy to.see this🥰🥰🥰thank u uniteam🥰🥰kamusta nman kaya ang apoy sa kbila na sugpo nba ng mga bumbero??😅😅,
7095339117818954498,Wow! nakakaiyak po tlaga. ❤️❤️❤️,
7095288748916769537,grabe ....Ipanalo natin sila,
7095279812868752130,kaya pala ang ingay nung gabe,
7095327305051980546,"tnx for the video
super enjoy
saya saya",
7095270433054376705,grabe ang ganda isa ako sa nakasaksi ANG SAYA SOLID BBM AT SARA,
7095335757824787202,Grabe!!!!! 🥺🥰🥺🥰🥰🥰🥰,
7095277623386833666,hyhiiiiii panalo nakami bbm bbm. bbm enday sara panalo natayooooooooo wowwwwww danga hyyyyyyyyyy🥰🥰🥰🥰🥰😃😃😃😃,
7095282137921782530,Nakakaiyak sa tagumpay!!! BBM Solid,
7095271109922407169,akala ko sa disney land na,
7095274973870883585,wowwww ganda man,
7095378369294107393,BBM-SARA🥰🥰🥰,
7095335938192556801,sana lang talaga hindi madaya ang presidente natin... God will make a way 🙏🙏🙏🙏❤️❤️❤️💚💚💚,
7095291501319766785,victory party na talaga to,
7095295968341656321,parang nakapunta na rin ako sa venue 🥰,
7095283458591081243,PARA SA TULOY TULOY NA SINIMULAN NI TATAY DIGS 😍😍👏👏👏👏❤️💚NO OTHER THAN MAGPAPATULOY ONLY BBM SARA TANDEM CAN CONTINUE IT,
7095287674210255618,kita ba ito sa makati? charizzz,
7095345198892827394,grabe panalo n🥰,
7095269462945137410,woww,
7095286612317405954,grabe.ganda neto,
7095397786664911617,pryo olympics.. 🥰🥰🥰 grabe,
7095291147765695234,simula ng pag babago,
7095280324271833858,kaya pala Ang ingay di ako makatulog eh😂,
7095292062585193218,the best talaga!,
7095286359283958530,Proclamation nlng talaga kulang Sure win na yan Victory is coming,
7095287994671710977,the best kahit sa live lang ako nanood.... as in talaga,
7095279692785533697,"Naghinhintay akong sbaihin ni bayani "" tama"" 😂😂😂",
7095283125970289410,grabe parang victory party😭♥️♥️💚💚,
7095292502793880321,Feel ko yung saya 😭😭😭😭😭😭😭✌️❤️💚,
7095316699221623554,Pano pa kaya sa victory partyyyyy,
7095272515735388929,UNITEAM LANG MERON NITO WOOOOOOOHHHH,
7095271126884090626,Parang Victory Party,
7095289057441579778,Hahah Ako lng b yong niiyak hbang nmamangha khit anong pagsubok pag nag kkaisa tlga kyang kya.congratulations 2 our new 17th president BBM nd 2team,
7095290374919029506,Grabe goosebumps masyado nyo ginalingqn Uniteam nakakaiyak!❤💚,
7095269172691059458,mabuhay Ang uniteam✌️✌️✌️♥️♥️♥️🌹🌹🌹,
7095298966657024769,RAMDAM NA RAMDAM NA TALAGA YUNG PANALO NI BBM 🥺❤️💚,
7095277462817080066,🥺🥺🥺 Ang gandddaaahhhhh,
7095278594645050114,"tunay na pagkakaisa salamat mga ka uniteam
godblesss all❤️✌️👊❤️💚
hndi ako nakapunta pero masaya ako SA mga pumunta❤️❤️❤️",
7095277124856136450,GRABE PARANG NANALO NA AGAD TAYO❤️💚,
7095319392787972866,sobrang ganda nyan nandyan din ako grabe bbm na talga ang panalo,
7095272202588750593,Pang victory party ehh❣️,
7095281463888872194,Lord thank u Lord dami ng nagising sa katutuhanan... d bali d ako maka buto dito sa local samin ang importanti si bbm at sarah,
7095285385441968897,parang nasa disney land e haha💚❤️,
7095398642630132482,kUng nAsA mAnila lAng ako'y mAnONOOd sObrAng lUpEt♥️💚,
7095390551477879554,Solid!❤💚,
7095275504831693569,grabe pang world class din.. tas yung BG music pa angas,
7095278686148625153,sana talaga manalo ang uniteam para sa ikauunlad ❤️💚,
7095285792847233793,ngayon lang nangyari sa kasaysayan ng pilipinas... amazing,
7095329997951025922,tapos n🥰🥰panalo n✌✌👊👊,
7095407379696747265,si Recca hanabishi Bbm din pala😂🥰,
7095289069529596673,Ang ganda sana all ganyan lng peaceful lng,
7095338171147944705,"grabe man ang fireworks display, parang Victory party na😲😲💚❤️✌️👊",
7095265808385164034,kamusta kaya yung drone sa taas? HAHAHAHA,
7095332955706475266,BBM SARAH,
7095336924357493505,Kala ko sa Disney eh... Ang Ganda!!!💚❤💚❤💚,
7095278535950123778,victory party naba yan,
7095275318495363842,wow! bongga! kudos Parañaque!,
7095289009072685825,Panalo na #BBMSARA ❤️💚,
7095290858333029121,sulit🥰,
7095332116447363841,napakagandaaaa 🥰,
7095277708624184066,✌️BBM/SARAH👊,
7095280667734704898,ganda victory party naba yarn😍❤️💚,
7095451237378392833,wow ang ganda,
7095277558769795842,🥰🥰🥰woow ganda namn parang new year din🥰,
7095280156004238081,Pano pa kung na announce na panalo si bbm baka sobrang bongga pa maganap😭,
7095288819499025153,ang ganda....,
7095270719054938882,@rahvee27 awa ma morag victory party 😎,
7095305868895879937,kala mo victory party ba e @marvbenitez_ 🥺,
7095378913320682242,@heartvalerie14 waaaahhhh!❤💚,
7095478775797842689,@stfucrazyppl ganda pre,
7095302624870302465,@rizzacee mala disney ang fireworks display😳,
7095354703651488514,@angelbrugs Olympics o disney,
7095270550725460737,@wait_wut26 how I wish i was thereee,
7095308767138661121,Petition for @therealsandromarcos to dj on @bongbong.marcos victory party!!! @thinkingnoypi make this happen HAHAHA 🥹♥️💚,
7095355823299756801,@wisssx.gg kabongga!,
7095308216150098689,@Kat3s niceee keyyoo,
7095320391425639170,@chiminawa Ang gndaaaaa oh,
7095285051063796481,@ywchir @leoniaabs goosebumps mga beh,
7095323821670417154,@nicsyqt08 @angeeell_25 ang ganda😭😭,
7095290757863047937,@aivieeee11 @dhevzes22 ang ganda😭😭,
7095348921577669377,@sksbdbdh normal bang ngumiti dahil lang dito,
7095322851477816066,@chwcheese62 beh amoy panalo😍💅,
7095282825326691073,@Anj Ramos ✌️👊❤️💚  naka attend tayo dito dapat sa victory party din. nakakakilabot at nakakaiyak BBMSARA❤💚,
7095294966381527809,pano yan @lenirobredo panalo na kami ❤💚,
7095335856155951873,lets not compare fireworks from the pinks. lets just enjoy and appraciate the beauty of it. it was awesommmeeeeeee!,
7095280036332782338,@keijeix @eynscutie @stfulliana ang bongga pyromusical fireworks display.,
7095282710763225858,Piliing iboto ang pinaka kwalipikado at karapat dapat na mamuno sa ating bansa.VOTE! PING LACSON for PRESIDENT 2022. LEADER BY EXAMPLE.🇵🇭🇵🇭🇵🇭,
7095383390304240385,amaze na amaze talaga ako sa pa fireworks kagabi sa parañaque nakakaiyak 🥺🥰🥰😍😍❤️💚🇵🇭 Victory Party na next 😍😍🎉,
7095303295937676033,"uniteam victory party na
sa kabila farewell ng asap 😂",
7095268284378940161,At dahil po jn wla na po tayong fireworks this coming new year 😂😂😂naubos na po ni BBM🥰,
7095281547338646274,dw ung ginastos jan ikkorakot din sainyo ng mga iboboto nyong officials ng unitem xd,
7095320929772929794,"Nkakatuwa uniteam,yung khit sa fireworks lng bumawi sila,pra khit papaano masulitan ang pagod at puyat ng mga tao.naapreciate po nmin un❤️💚",
7095286323782861569,grabe Sobra ganda parang nkakawa sa problema fire works yes BBM SARA Uniteam victory ❤️💚♥️👊✌️God bless🥰,
7095323609799131906,"dapat gumawa Sila ng firework na my pangalan nila at mukha para nka excite Diba
sa ibang Bansa lng ata",
7095297215538660098,Delikado talagang manalo ang pinklawan.Mawawalan ng peace and order ang buong Pilipinas!Lets keep praying for the Victory of #BBMSARAUniteam ❤️💚✌️👊,
7095301659634582273,pakk parang world class ang fireworks gaya sa ibang bansa nung bagong taon😂,
7095288108014437122,si bbm pag mag rally. dinakakaperwisyo sa karamihan kasi don sa lugar na. alam nya na hnd makakasagabal. pero yung kabila kagabi subrang traffic daley,
7095273020226847489,"For The Win - 2 Steps from Hell
tamang tama nilagay ito sa background ng fireworks!!!
#bbmsarauniteam panalo na talaga ✌️💚♥️",
7095082951037420290,I was there a while ago. I cried. I can almost see the victory of BBM Duterte. For the WIN✌️👊❤️🇵🇭,
7095412340338230018,✌️💚❤️💚❤️💚❤️💚❤️👊🇵🇭,
7095368202607493889,@chanchan_21 beeee,
7095318268521120513,may Filipinos open their heart and accept BBM nad uniteam to lead us and our nation to a better future,
7095302244819731201,Goosebumps♥️♥️♥️♥️♥️💚💚💚💚💚💚bbmsara,
7095296004957848322,👊✌️👊✌️💚❤️🇵🇭🇸🇬,
7095313207421731586,✌️👊💚❤️🇵🇭🇵🇭,
7095276277543895810,💚💚💚❤️❤️❤️✌️✌️✌️✌️👊👊👊,
7095266762782065409,🇵🇭🙏💐,
7095313156066591489,🇵🇭❤️❤️💚💚✌️✌️,
7095323937445249793,wowww...❤️❤️💚💚✌️✌️👊👊🇵🇭,
7095318651364475650,😂😂😂👍❤️🇵🇭💚,
7095280008742208257,🇵🇭,
7095471749001200386,✌️❤️🇵🇭💚👊,
7095292317758341889,👊✌️💚♥️🕊️🕊️🕊️🕊️🕊️,
7095401060382098177,❤️💚🇵🇭👊✌️🦅🐅,
7095121519982052097,👍☝👏✌💪❤💚🙏🏻,
7095136972024660737,pang victory party na Yung fire works grabe Ang ganda ❤️💚✌️👊,
7095137001225585410,"#7 MARCOS, FERDINAND JR.✌🏼🇵🇭❤️President
#4 DUTERTE, SARA 👊🏼🇵🇭 💚 VicePresident",
7095121474537095938,naiyak ako ang saya lang yung positivity lang,
7095121383538311937,Napaiyak ako Parang Feel Nag declare na President na at Vice😌,
7095121232534045442,woowwwwwwwwwwwww BBM and Sarah ang saya,
7095139193499861761,"proclamtion nlng hihintayin ntin,,❤❤❤💚💚💚✌✌✌👊👊👊",
7095121174317220609,ganda😳😳😳😳😳😳,
7095121103315976962,❤️💚✌️....❤️❤️❤️❤️,
7095141114739032833,grabii🥺 tumatayo balahibo ko sobrang gandaa 😍😍,
7095141522295489282,Victory party na pala🎇,
7095141929616900865,"""We Will Always Carry The Flame That Will Burn, Until Marcoses Return!""❤️💚
#BBMSARA2022
#bbmsarauniteam2022
#BBMFORPRESIDENT2022",
7095121052871066369,tagal inabot nyan nakanganga lang aqo 😂😂 ang labas walang video😂,
7095144865092109058,walang wala yung kabila😂😂 sa totoo lang😂😂,
7095121004783534849,"mag Kaisa taung lhat po ,",
7095145224980546305,nakikita ko na ang pasko sa pinas ay puno ng pula at berde!! let's do it guys!! 💚❤,
7095120930343191298,proud Uniteam here 🥰 i love being a Filipino 💚❤️👊✌️we win as one 🥰,
7095120855554441986,Goosebumps!🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,
7095147889831789314,1 araw nalang mga ka BBM/SARA UNITEAM walang bibitaw kapit na! 🇵🇭❤💚✌👊,
7095147929463227138,Grabe ang ganda panalo kn talaga bbm sara🎉🎉🎉🎉,
7095120825350914817,wooow ganda ✌️💚,
7095120783273542401,Grabe kagabi goosebumps Anjan isa Ako Jan sa crowd✌️💚♥️👊,
